Student Country,Type of Answer,Question Level,Topic,Subtopic
Italy,1,Basic,Linear Algebra,Linear Systems
Ireland,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Lithuania,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Lithuania,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Ireland,0,Basic,Linear Algebra,Linear Systems
Ireland,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Lithuania,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,0,Advanced,Linear Algebra,Linear Systems
Ireland,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Ireland,1,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Lithuania,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Ireland,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Lithuania,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Lithuania,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Italy,1,Basic,Linear Algebra,Linear Systems
Lithuania,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Portugal,1,Basic,Linear Algebra,Linear Systems
Portugal,0,Basic,Linear Algebra,Linear Systems
Lithuania,1,Basic,Linear Algebra,Linear Systems
Italy,0,Basic,Linear Algebra,Linear Systems
Russian Federation,0,Basic,Linear Algebra,Linear Systems
Italy,0,Advanced,Linear Algebra,Linear Systems
Italy,0,Basic,Differentiation,Derivatives
Romania,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Romania,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Lithuania,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Lithuania,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Portugal,0,Basic,Differentiation,Partial Differentiation
Portugal,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Portugal,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Portugal,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Italy,0,Basic,Differentiation,Partial Differentiation
Portugal,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Portugal,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Italy,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Portugal,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Portugal,0,Basic,Differentiation,Partial Differentiation
Portugal,1,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Portugal,1,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Portugal,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Portugal,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Spain,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Portugal,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Portugal,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Lithuania,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Romania,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Spain,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Lithuania,1,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Spain,0,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Lithuania,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Lithuania,0,Basic,Linear Algebra,Linear Transformations
Lithuania,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Basic,Optimization,Linear Optimization
Portugal,1,Basic,Optimization,Linear Optimization
Lithuania,1,Basic,Optimization,Linear Optimization
Lithuania,0,Basic,Optimization,Linear Optimization
Portugal,0,Basic,Optimization,Linear Optimization
Lithuania,1,Basic,Optimization,Linear Optimization
Lithuania,0,Basic,Optimization,Linear Optimization
Lithuania,1,Basic,Optimization,Linear Optimization
Portugal,0,Basic,Optimization,Linear Optimization
Portugal,0,Basic,Optimization,Linear Optimization
Portugal,0,Basic,Optimization,Linear Optimization
Lithuania,1,Basic,Optimization,Linear Optimization
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Ireland,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Romania,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Lithuania,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,0,Basic,Linear Algebra,Linear Transformations
Slovenia,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,0,Basic,Linear Algebra,Linear Transformations
Lithuania,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,0,Basic,Linear Algebra,Linear Transformations
Italy,1,Basic,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Lithuania,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Lithuania,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Ireland,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Lithuania,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Italy,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,0,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
Portugal,1,Advanced,Linear Algebra,Linear Transformations
