MT_196,MT_279,MT_362,MT_208,MT_228,MT_194,MT_220,MT_241,MT_163,MT_216,MT_276,MT_161,MT_191,MT_323,MT_213,MT_218,MT_328,MT_166,MT_314,MT_229,day_of_week,month,day_of_year,total_load
2502458.3333333335,1363309.1666666663,0.0,840142.8571428572,615684.2105263158,366750.0,307012.65822784806,265370.3703703704,239960.82949308754,238225.9136212625,223120.6930693068,217913.5802469136,199726.61870503594,194880.48780487804,154763.55748373104,151058.6011342155,147422.2222222222,136980.98901098905,122943.82022471906,114650.69551777435,2,5,131,12485232.677642107
2497791.666666667,1409996.666666667,0.0,838142.857142857,623052.6315789473,375042.3728813559,345797.4683544304,256197.5308641975,241953.9170506913,230601.32890365447,221431.9801980197,217135.80246913582,195942.4460431655,199983.41463414632,155396.96312364424,152083.17580340264,146118.5185185185,134807.032967033,123224.71910112356,119908.80989180834,3,5,132,12647993.947073145
2531875.0000000005,1405465.833333334,0.0,848571.4285714286,669157.894736842,361648.3050847458,385177.21518987336,281740.74074074073,241168.20276497697,234953.48837209298,215784.95049504942,218262.34567901233,200539.56834532373,213398.65853658534,159945.77006507598,150769.37618147445,147888.88888888888,139950.54945054947,133831.4606741573,118139.10355486862,4,5,133,12931484.364551881
2618625.0,1463445.8333333333,0.0,869999.9999999999,643947.3684210526,377792.3728813559,384341.77215189877,285283.950617284,233995.39170506914,241531.56146179402,226793.96039603956,216049.38271604932,203287.76978417265,215221.95121951215,162158.35140997826,154665.4064272211,146340.7407407407,138975.60439560443,128443.8202247192,112213.29211746521,5,5,134,13136408.835112384
2247291.6666666665,1404749.1666666665,0.0,798411.7647058822,623842.1052631579,363072.0338983051,366417.7215189874,265839.50617283955,250963.13364055305,245823.9202657808,217637.32673267322,205999.99999999997,186402.87769784173,202020.60975609752,154286.3340563991,146871.4555765596,143859.25925925924,138408.021978022,131033.7078651686,117245.74961360122,6,5,135,12320312.021948254
2372375.0,1410739.166666667,0.0,830714.2857142857,637684.2105263157,372915.25423728814,355962.02531645575,259913.58024691354,260619.81566820282,247352.15946843853,223941.5841584158,208790.1234567901,189812.94964028776,203589.75609756092,152837.31019522774,152635.1606805293,148822.2222222222,138191.0989010989,124567.41573033707,116812.98299845439,0,5,136,12522376.827281008
2408791.666666667,1423255.8333333337,0.0,837773.1092436975,616263.1578947367,392360.16949152545,327075.9493670886,252444.44444444444,237709.67741935482,245043.18936877078,215459.40594059392,219212.96296296298,194244.60431654676,208242.19512195114,150420.82429501085,153816.63516068054,149207.40740740736,142546.37362637362,126196.62921348312,115551.7774343122,1,5,137,12554009.221007012
2382083.3333333335,1426237.4999999998,0.0,828327.731092437,604105.2631578948,364093.2203389831,306329.11392405065,243851.8518518518,241808.7557603687,233102.99003322257,193971.08910891073,218500.0,195330.93525179854,193349.39024390242,154088.93709327548,145389.41398865785,139444.44444444444,136980.87912087917,119252.80898876398,114197.83616692427,2,5,138,12271899.146934763
2349791.6666666665,1410564.1666666665,0.0,829974.7899159666,616631.5789473684,368292.372881356,302253.16455696203,242654.32098765433,240956.22119815665,236305.6478405315,202492.47524752465,209734.56790123452,193258.99280575538,195431.7073170732,160585.68329718005,147117.202268431,140111.11111111112,136324.7252747253,119022.47191011229,113924.2658423493,3,5,139,12288395.829202143
2434083.3333333335,1436160.833333333,0.0,857781.5126050422,619473.6842105263,359834.74576271186,309746.835443038,256024.6913580247,239117.51152073735,241531.56146179402,215299.5049504949,224015.43209876542,195496.40287769784,202454.87804878046,160761.38828633408,149177.69376181473,145599.99999999997,139888.68131868134,119977.52808988758,118369.39721792893,4,5,140,12624131.911325246
2540666.666666667,1457347.4999999998,0.0,854840.3361344535,615684.2105263157,374529.66101694916,319898.7341772152,275543.2098765432,266366.3594470047,243744.18604651163,223977.32673267316,210780.8641975308,200647.48201438846,208932.9268292682,161689.8047722342,152586.01134215496,146985.1851851852,138810.65934065936,128269.6629213484,118041.7310664606,5,5,141,12880795.033073813
2394458.3333333335,1399067.5,0.0,827504.2016806724,612947.3684210527,353233.05084745766,308468.35443037975,276160.4938271605,258714.28571428568,244853.8205980067,219662.8712871286,198524.69135802466,196884.89208633092,216059.63414634138,164713.66594360085,138359.16824196596,143681.48148148143,138162.19780219783,128443.82022471917,117074.18856259658,6,5,142,12482783.420222273
2556291.666666667,1403924.9999999998,0.0,825991.596638655,621789.4736842104,369029.6610169492,365708.86075949366,311543.2098765432,245294.93087557607,254282.39202657808,226036.33663366328,203904.32098765433,200856.11510791362,212678.90243902433,163279.82646420825,160298.67674858228,157614.8148148148,137666.2637362638,125601.1235955056,117353.94126738797,0,5,143,12868296.196573505
2546500.0000000005,1440274.1666666665,0.0,890100.8403361348,634473.6842105262,382877.11864406784,368050.63291139243,309814.8148148148,231907.8341013825,260923.58803986714,234067.32673267322,222058.64197530874,225669.0647482014,220931.09756097547,162908.89370932753,150434.78260869562,154207.40740740733,142094.94505494504,126146.06741573036,123460.58732612056,1,5,144,13210817.008132488
2604250.0,1485290.8333333337,0.0,928285.7142857141,637736.8421052631,362682.20338983054,352848.1012658228,301839.5061728395,238896.31336405533,240239.2026578073,232120.89108910883,224783.95061728393,215366.9064748201,211174.99999999983,158906.72451193057,152933.83742911153,148822.2222222222,136625.27472527474,124780.89887640449,120735.70324574964,2,5,145,13269195.026938204
2514541.6666666665,1432188.3333333335,0.0,848210.0840336136,622157.8947368421,356614.406779661,313645.56962025317,301592.5925925926,235965.4377880184,242551.4950166113,208184.35643564342,224688.27160493826,216338.12949640283,198227.8048780488,159151.84381778736,150355.38752362947,143333.33333333326,135891.5384615385,127691.0112359551,115746.52241112829,3,5,146,12743919.899184808
2504875.0,1460185.8333333335,0.0,883806.7226890761,642894.7368421052,361677.96610169497,369556.96202531643,311728.39506172837,234384.7926267281,248458.47176079737,230755.64356435637,223836.41975308643,222474.82014388483,211278.65853658534,160724.5119305857,162260.86956521738,154037.03703703702,139433.62637362638,130595.50561797763,119106.64605873259,4,5,147,13079920.662791254
2406166.6666666665,1454750.0,0.0,922504.2016806722,637578.9473684211,362322.0338983051,383443.0379746835,314271.6049382716,292364.05529953924,247960.1328903654,217263.96039603947,215583.3333333333,213208.63309352513,213265.73170731694,171386.11713665945,154546.31379962194,147533.3333333333,138483.84615384616,131235.95505617984,119738.79443585778,5,5,148,13184436.068762189
2288750.0,1447514.1666666667,0.0,868092.43697479,622368.4210526316,365194.9152542373,356493.67088607594,301074.07407407404,270709.6774193549,246385.3820598007,220479.6039603959,203601.85185185177,206539.56834532376,212425.24390243902,162054.2299349241,148901.7013232514,146711.1111111111,138022.7472527473,124230.33707865163,117432.76661514686,6,5,149,12692127.200363265
2384708.3333333335,1383922.4999999998,0.0,836571.4285714286,600263.1578947369,341978.81355932204,306810.1265822785,267308.6419753086,234831.79723502308,241299.00332225917,213912.8712871286,209904.32098765427,206410.07194244603,190639.6341463415,156548.80694143163,148383.74291115307,140103.70370370368,137769.3406593407,125404.49438202244,116013.91035548686,0,5,150,12356360.941611066
2521583.3333333335,1365931.666666667,0.0,839277.3109243697,606631.5789473685,341932.2033898305,306126.582278481,262888.88888888893,255474.65437788024,239355.48172757478,222016.63366336623,219015.43209876542,200726.61870503597,207230.48780487804,152110.62906724514,155328.9224952741,137170.3703703703,141666.37362637362,124438.20224719097,116216.3833075734,1,5,151,12494538.45104022
2367125.0,1400085.8333333335,0.0,835798.3193277309,633368.4210526316,347783.89830508473,314860.75949367083,259271.6049382716,250320.27649769583,246279.06976744186,229646.73267326722,213145.06172839503,189086.33093525175,208066.21951219504,152429.50108459865,147304.34782608692,141377.77777777775,136830.65934065936,128140.44943820227,120395.67233384853,2,6,152,12444086.752245594
2389416.666666667,1332118.3333333335,0.0,814453.781512605,615157.8947368421,323271.186440678,353696.20253164554,251382.71604938275,238101.38248847926,241146.17940199337,209361.88118811868,217669.75308641975,192784.17266187046,189048.65853658546,156741.86550976144,131582.2306238185,141111.11111111104,136141.3186813187,126073.03370786518,117179.28902627512,3,6,153,12251613.043947201
2512583.3333333335,1393018.3333333337,0.0,848092.43697479,623157.8947368421,350169.4915254237,353329.11392405065,262049.3827160494,242573.73271889408,243644.51827242528,223744.15841584152,222157.40740740736,201165.46762589924,206738.90243902436,160407.80911062908,138071.83364839322,143992.59259259255,139712.3076923077,126904.49438202249,119434.3122102009,4,6,154,12740530.388134744
2479458.333333333,1448256.6666666667,0.0,901882.3529411766,614947.3684210527,360423.72881355934,373126.58227848104,280999.99999999994,278357.1428571429,250335.5481727575,233405.84158415836,210351.85185185188,202287.76978417265,219395.3658536586,173514.09978308028,143933.83742911153,144111.1111111111,138777.14285714284,128061.79775280903,119570.32457496136,5,6,155,13140016.28496287
2280249.9999999995,1410834.1666666667,0.0,845369.7478991594,597947.3684210526,368618.64406779665,341924.0506329114,289271.6049382716,264389.40092165896,255215.94684385383,228524.25742574251,205268.51851851854,201841.726618705,213263.4146341463,167227.76572668113,137807.18336483926,145807.4074074074,138155.054945055,126168.53932584272,116085.00772797529,6,6,156,12645906.61786748
2429666.6666666665,1367341.666666667,0.0,811302.5210084033,586315.7894736842,348665.2542372881,305329.1139240506,258456.79012345674,252377.88018433173,246116.27906976745,205246.33663366325,214478.39506172837,198079.13669064743,194413.0487804878,154436.00867678958,139151.22873345934,136281.48148148143,137842.63736263735,123078.65168539323,113323.02936630603,0,6,157,12298330.657984765
2278958.333333333,1327433.3333333335,0.0,760537.8151260505,581368.4210526316,345944.9152542373,311291.1392405063,253481.48148148143,236728.11059907838,237661.1295681063,195349.70297029684,216490.74074074076,193489.2086330935,186139.51219512202,153548.80694143166,142604.9149338374,132555.55555555553,141757.6923076923,119702.2471910111,112112.82843894904,1,6,158,11837956.780499404
2293166.666666667,1297856.6666666667,0.0,754344.537815126,572210.5263157894,337271.18644067796,294303.7974683544,245740.7407407408,234442.3963133641,230737.5415282392,190773.16831683152,213691.35802469138,207877.69784172662,178993.41463414644,146062.90672451194,143568.9981096408,140444.44444444444,136537.58241758242,118887.64044943807,112004.6367851623,2,6,159,11686364.77294574
2275291.6666666665,1291475.8333333335,0.0,753689.0756302521,585526.3157894737,324720.3389830509,301354.43037974683,244160.49382716048,239481.56682027655,227073.0897009967,192374.8514851483,215259.25925925924,199287.76978417265,185200.48780487812,150574.83731019523,142478.2608695652,138829.6296296296,135254.2857142857,121882.02247191004,111455.9505409582,3,6,160,11696276.448407996
2365958.3333333335,1343222.5,0.0,782470.5882352944,587842.1052631579,331355.9322033898,302025.31645569624,252901.2345679012,288013.82488479256,239265.78073089704,211315.84158415828,218342.59259259255,199525.17985611505,201439.75609756092,153642.08242950102,135841.20982986767,144518.51851851848,138843.2967032967,128578.65168539327,114612.05564142196,4,6,161,12171548.388012053
2374083.3333333326,1314513.3333333337,0.0,784235.2941176469,580894.7368421053,334567.7966101695,325734.1772151899,255246.91358024688,282082.94930875575,241000.00000000003,209807.42574257415,210768.5185185185,200834.5323741007,202023.5365853659,153882.863340564,140614.36672967864,141555.55555555553,137702.30769230772,127151.68539325846,112199.38176197837,5,6,162,12170298.202231586
2264125.0,1282248.3333333333,0.0,772605.0420168067,571263.1578947369,342885.593220339,357455.6962025317,255098.76543209876,252133.6405529954,240122.92358803994,204472.87128712857,196935.18518518517,199748.20143884886,208224.26829268294,150913.23210412142,143300.56710775048,145111.11111111107,137821.09890109894,127522.4719101124,112098.91808346212,6,6,163,11948054.214995688
2455041.666666667,1330763.3333333335,0.0,798067.2268907563,616315.7894736842,360877.1186440678,358924.0506329113,262790.1234567901,252603.6866359447,242897.00996677743,197722.2772277226,207910.4938271605,198244.60431654673,199091.70731707316,157555.31453362256,146164.46124763705,149785.18518518517,137405.82417582418,125910.1123595506,112899.5363214838,0,6,164,12338850.066579474
2509416.6666666665,1321498.333333333,0.0,786008.4033613445,633631.5789473684,361207.6271186441,350949.36708860757,265728.39506172837,239741.93548387094,246225.9136212625,218928.71287128702,213543.20987654317,203633.09352517987,210791.95121951224,152843.8177874186,143179.58412098297,144385.18518518523,141145.2747252747,130247.19101123595,112381.76197836164,1,6,165,12483037.47671404
2505916.666666667,1352163.3333333337,0.0,782907.5630252103,590368.4210526316,352000.00000000006,355708.8607594937,265320.98765432095,237612.90322580648,253877.0764119601,227245.8415841583,212046.29629629635,206187.05035971222,214015.3658536586,154529.284164859,139094.51795841206,146740.7407407407,136265.93406593407,132685.39325842707,116214.8377125193,2,6,166,12484822.936283482
2481750.0,1345058.3333333335,0.0,769731.0924369746,606631.5789473684,351533.89830508473,347936.7088607595,260148.14814814812,238214.28571428568,253392.0265780731,222592.77227722757,217728.3950617284,202294.96402877694,199645.1219512195,150913.23210412147,135275.99243856332,142088.88888888888,135103.95604395607,132797.75280898888,113051.00463678516,3,6,167,12357577.905458853
2450500.0,1350556.6666666667,0.0,771722.6890756303,609631.5789473684,349478.8135593221,350594.93670886074,265234.5679012346,239601.3824884793,253441.86046511628,224673.76237623752,222503.08641975306,208805.75539568343,210267.80487804877,152242.95010845992,139574.66918714554,143370.3703703703,138916.81318681317,130595.50561797761,113610.51004636782,4,6,168,12406112.462963345
2433458.333333333,1373084.1666666665,0.0,759462.1848739496,582210.5263157894,336762.71186440677,315886.075949367,285604.9382716048,259781.1059907834,254342.1926910299,220554.55445544538,206703.7037037037,201359.71223021575,205640.487804878,154219.08893709327,138612.47637051044,140948.14814814818,137772.4175824176,133101.12359550572,116387.94435857804,5,6,169,12333760.710359704
2413250.0000000005,1380490.8333333335,0.0,764210.0840336136,600052.6315789473,348720.3389830509,306202.5316455696,293962.9629629629,255499.99999999997,247970.0996677741,225222.57425742561,184453.7037037037,204251.79856115102,221440.97560975613,155850.32537960954,134387.52362948956,148792.59259259258,137542.41758241763,127988.76404494388,115829.98454404947,6,6,170,12386915.378638865
2586833.3333333335,1371002.5000000005,0.0,772983.193277311,611736.8421052631,372766.9491525424,387569.62025316455,308888.8888888889,264785.7142857143,255076.41196013291,233094.65346534643,219185.18518518523,214086.3309352518,223332.56097560984,155266.81127982645,140867.67485822306,145881.48148148146,137421.09890109889,135106.74157303383,117958.26893353945,0,6,171,12864109.094749298
2698666.666666667,1408813.3333333333,0.0,782882.3529411762,620368.4210526316,372211.8644067797,419974.6835443038,306209.87654320983,235557.60368663588,266837.20930232556,236303.46534653456,225046.29629629632,226143.88489208635,224675.7317073171,165663.77440347077,144722.11720226842,147355.5555555556,141519.2307692308,139584.26966292152,121247.29520865531,1,6,172,13178444.860400327
2544875.0,1363922.4999999998,0.0,772521.0084033615,622000.0,369864.406779661,380835.44303797465,298086.4197530864,234910.13824884788,270016.6112956811,225698.41584158404,223820.98765432092,213705.035971223,225779.87804878055,162466.37744034707,136228.7334593573,142155.55555555553,136467.58241758242,135775.28089887658,118993.81761978366,2,6,173,12769637.048828578
2527874.9999999995,1348378.3333333333,0.0,773042.0168067227,605210.5263157894,340661.0169491526,340569.6202531646,291333.3333333334,288071.4285714286,255262.45847176082,220208.71287128702,222003.08641975315,208762.58992805757,215649.3902439024,161099.7830802603,131015.12287334591,142370.3703703704,135070.6593406594,128022.4719101124,115329.21174652241,3,6,174,12594337.573287
2803625.0,1397506.6666666665,0.0,818831.9327731091,644631.5789473684,359622.8813559323,381417.7215189873,302185.18518518517,214433.17972350237,256259.13621262458,241013.66336633655,225330.24691358025,216035.97122302154,225529.75609756104,165314.53362255963,139911.15311909257,152970.37037037036,139048.7912087912,134393.25842696638,118285.93508500778,4,6,175,13290408.22029226
2890083.333333333,1450089.166666667,0.0,888226.8907563024,666368.4210526316,374944.9152542373,400797.46835443034,318493.8271604938,283016.1290322581,275239.2026578073,241989.50495049497,217743.8271604938,233230.21582733805,237372.6829268293,176262.4728850325,143676.7485822306,155251.85185185188,138080.76923076925,142528.08988764056,121438.9489953632,5,6,176,14010790.882064544
2902208.3333333335,1458117.4999999998,0.0,881084.0336134452,642947.3684210526,390478.8135593221,403898.7341772152,323654.3209876543,273557.6036866359,279119.60132890363,248709.405940594,205138.88888888888,246510.79136690643,246213.17073170727,171281.9956616052,136153.1190926276,162348.1481481481,137806.59340659346,140893.25842696644,112278.20710973725,6,6,177,13992430.545705209
2890791.6666666665,1409900.833333333,0.0,840588.2352941179,663631.5789473684,374966.10169491527,393493.670886076,321950.61728395056,252792.6267281106,271358.803986711,249612.37623762374,220790.12345679014,240136.690647482,243103.41463414638,167618.22125813446,149143.66729678639,146792.5925925925,137399.12087912086,137808.98876404506,120024.72952086553,0,6,178,13648078.75676365
2733583.333333333,1377928.3333333333,0.0,843546.2184873951,626842.105263158,352593.22033898305,359164.55696202535,307469.1358024691,235930.8755760369,268415.2823920266,234395.0495049504,221475.3086419753,228107.91366906473,223878.17073170736,166770.06507592194,142652.17391304346,148844.44444444444,141541.20879120883,142522.47191011236,115361.66924265843,1,6,179,13159974.317239916
2753625.0,1349448.3333333333,0.0,851697.4789915967,605000.0,350809.3220338983,356037.97468354425,305481.4814814814,240801.84331797232,260425.24916943524,228119.207920792,220012.3456790123,219194.24460431648,217570.00000000006,167672.45119305857,139221.1720226843,146392.59259259255,136456.59340659343,146668.53932584263,114431.22102009274,2,6,180,13059911.070432493
2723666.666666667,1402750.0,0.0,866907.5630252099,619315.7894736842,361338.9830508475,371810.12658227846,308740.74074074073,244695.85253456223,262348.83720930235,261672.07920792082,220509.25925925924,216107.91366906464,222335.97560975616,174789.5878524946,148249.52741020793,153666.6666666667,135092.96703296708,138573.03370786534,111551.77743431224,3,6,181,13316541.659079086
2811875.0,1413447.5000000005,0.0,888100.8403361345,650842.1052631579,364838.9830508475,369379.746835443,316567.9012345679,240175.11520737325,274887.0431893688,241571.68316831675,221466.04938271604,222007.19424460424,223038.78048780485,165900.2169197397,148370.51039697544,160422.2222222222,139114.83516483515,157971.91011235965,119530.13910355484,4,7,182,13634924.919874605
2738125.0,1388768.333333333,0.0,849453.7815126046,629052.6315789473,361716.10169491527,392240.5063291139,314148.14814814815,243426.26728110597,275558.1395348837,232951.48514851474,215660.49382716054,229071.94244604316,230641.34146341466,161826.46420824292,146943.28922495272,154533.3333333333,138113.84615384616,146168.53932584278,117836.16692426585,5,7,183,13371822.951058978
2391291.6666666665,1270823.333333333,0.0,824756.3025210083,603526.3157894737,347805.08474576275,350443.03797468357,291333.3333333334,253253.45622119823,253392.02657807307,213490.69306930678,194876.54320987652,208848.92086330944,198145.48780487807,156869.84815618224,140145.55765595468,135288.8888888889,137850.43956043958,127629.21348314606,109743.43122102004,6,7,184,12313457.257130781
2428708.333333333,1296377.4999999998,0.0,798857.1428571428,612473.6842105263,340042.372881356,314101.26582278486,297370.37037037034,248129.0322580645,258607.9734219269,225050.59405940582,213077.1604938271,217079.13669064746,210584.99999999997,158000.00000000003,144289.2249527411,138377.77777777778,137479.8901098901,141893.25842696635,114936.6306027821,0,7,185,12454381.620956097
2587124.9999999995,1352271.6666666665,0.0,822554.6218487397,621684.2105263157,365525.42372881353,375139.2405063291,305938.27160493826,238009.2165898618,280607.9734219269,247319.40594059404,214311.72839506174,218395.68345323743,218006.70731707316,158060.737527115,150289.22495274106,146385.18518518517,141530.2197802198,146449.43820224717,117788.2534775889,1,7,186,12940750.432908446
2396000.0,1354270.0,0.0,801789.9159663866,634052.6315789473,367461.86440677964,313911.3924050633,300185.18518518517,244299.53917050688,272471.7607973422,215732.77227722763,222240.74074074073,213194.2446043165,203612.56097560973,153440.3470715835,148141.77693761815,147422.22222222222,136504.3956043956,146067.41573033712,116386.39876352395,2,7,187,12567375.650259819
2189583.333333333,1305257.4999999998,0.0,775058.8235294117,635000.0,354177.96610169497,345037.9746835443,288592.5925925926,236470.0460829493,258544.8504983389,208405.9405940593,211774.69135802466,204827.33812949635,190270.97560975613,151303.68763557484,144446.12476370516,139718.5185185185,135114.9450549451,137359.55056179792,114953.63214837709,3,7,188,12036982.834759766
2233083.3333333335,1349762.4999999998,0.0,790789.9159663867,643473.6842105262,364275.42372881353,336822.7848101266,293271.60493827163,241986.17511520738,266089.70099667774,219471.68316831673,217620.3703703704,206913.6690647482,203364.75609756092,148750.5422993492,144979.2060491493,143392.59259259255,139202.85714285713,128483.14606741576,115990.72642967546,4,7,189,12294701.990098989
2539208.333333333,1404116.6666666667,0.0,840655.4621848746,643210.5263157894,368690.67796610174,318329.11392405065,304234.56790123455,271444.70046082954,271475.0830564784,223995.64356435632,208737.65432098767,215690.64748201438,221003.04878048782,161388.2863340564,149351.60680529303,146207.40740740742,138179.8901098901,135831.4606741574,111799.07264296756,5,7,190,12997312.87708272
2276625.0,1371032.5,0.0,809310.924369748,639947.3684210526,354944.9152542373,305898.7341772152,303691.3580246913,277253.45622119814,266468.438538206,226310.39603960386,194015.43209876545,215280.57553956832,220002.31707317068,158917.57049891542,132969.7542533081,147037.03703703705,137861.31868131872,143028.08988764056,112472.95208655336,6,7,191,12529212.900329877
2497083.333333334,1359337.5000000002,0.0,818915.9663865549,620842.1052631579,344038.1355932204,370949.36708860757,295197.5308641975,247195.8525345622,257883.72093023255,223042.2772277227,212506.17283950618,215136.69064748203,210835.36585365847,154134.49023861173,143043.47826086957,140044.4444444444,137556.81318681317,138657.30337078669,110925.81143740345,0,7,192,12631513.241064731
2406208.333333333,1347123.3333333335,0.0,814352.9411764705,637684.2105263157,363864.406779661,319202.53164556966,301740.74074074073,236944.7004608295,263780.73089700995,208285.44554455427,224524.69135802466,210093.5251798561,199276.2195121951,155405.63991323212,145155.00945179584,141155.55555555556,141633.07692307694,140735.9550561799,110352.3956723338,1,7,193,12488203.775458297
2464958.3333333335,1319704.1666666665,0.0,802605.0420168067,635210.5263157894,353474.57627118647,310696.2025316456,300604.93827160494,230373.27188940096,264102.99003322265,212046.33663366322,219762.3456790123,203028.77697841727,209303.29268292678,143809.11062906723,143612.47637051044,139703.70370370365,136559.34065934067,143488.76404494376,112591.96290571871,2,7,194,12432200.450289657
2553000.0,1344180.833333333,0.0,819705.8823529412,693842.1052631579,363741.52542372886,317873.41772151896,306790.1234567901,234043.7788018433,271142.85714285716,218211.78217821772,221398.14814814812,212899.28057553957,222190.00000000006,153394.79392624728,144608.69565217392,145503.70370370368,135184.61538461543,153235.95505617975,117213.2921174652,3,7,195,12852930.034661153
2472666.6666666665,1369887.4999999998,0.0,843294.1176470588,654000.0,367411.0169491526,394025.3164556962,310209.8765432099,233578.34101382492,276468.438538206,230631.18811881184,218493.8271604938,221510.79136690646,241952.56097560978,155815.61822125816,152640.83175803398,153392.59259259253,139279.67032967033,161966.29213483148,118378.67078825351,4,7,196,13070376.419497285
2630833.333333334,1388543.3333333335,0.0,863361.3445378152,648578.947368421,339220.33898305084,398329.11392405065,308777.77777777775,276479.2626728111,282611.2956810631,232369.50495049494,215626.54320987655,226258.99280575535,232796.0975609756,161787.41865509757,151548.2041587901,148185.1851851852,138293.62637362638,152129.21348314604,113075.73415765066,5,7,197,13306100.612621728
2262875.0,1366384.1666666665,0.0,800521.0084033614,639736.8421052631,355127.11864406784,358696.2025316456,301753.08641975303,254122.11981566824,267910.2990033223,204570.09900990082,199271.60493827163,213330.93525179854,216434.51219512196,151416.48590021694,140969.7542533081,138911.1111111111,137905.27472527476,145477.5280898877,106859.35085007727,6,7,198,12376334.459609495
2333500.0000000005,1318390.0,0.0,782100.8403361345,624052.6315789474,349334.74576271186,307949.36708860757,268827.16049382713,249149.76958525344,255385.38205980067,226900.19801980193,202753.08641975303,203093.52517985608,202877.0731707317,147616.05206073754,146262.7599243856,133888.88888888888,137600.76923076922,138522.4719101125,108969.08809891809,0,7,199,12164627.284193877
2456208.3333333335,1328419.9999999998,0.0,790546.2184873949,636315.7894736842,342351.69491525425,326037.9746835443,271827.16049382713,239041.47465437785,269475.08305647835,198661.78217821763,212169.75308641975,205395.68345323735,214156.34146341457,151047.72234273318,142810.96408317582,139600.0,141732.08791208794,143471.9101123597,115482.22565687794,1,7,200,12424602.25081698
2567333.3333333335,1319464.9999999998,0.0,812394.9579831933,664789.4736842104,340483.0508474576,360670.8860759494,281864.1975308642,235852.53456221198,265029.90033222595,208705.24752475237,211209.8765432099,206093.5251798561,215486.0975609756,149995.66160520606,139930.05671077513,146518.5185185185,136607.14285714284,134696.62921348325,115673.87944358581,2,7,201,12670810.201429738
2521041.6666666665,1369072.4999999998,0.0,829789.9159663867,641421.0526315789,358483.05084745766,366860.75949367083,302296.29629629623,235087.55760368667,273345.51495016605,212348.712871287,213262.34567901236,208726.61870503591,221754.02439024395,153266.81127982645,134788.2797731569,142451.85185185182,135261.53846153853,137410.11235955075,105579.59814528597,3,7,202,12750920.647394694
2459375.0,1355467.4999999998,0.0,840411.7647058826,630157.894736842,348305.08474576275,367721.5189873418,308555.5555555555,237133.64055299538,261607.9734219269,218431.58415841573,221391.975308642,211978.41726618708,221456.46341463417,162759.2190889371,142589.79206049148,142740.74074074073,139356.5934065934,145337.07865168544,105525.50231839258,4,7,203,12736209.275407147
2678416.666666667,1364535.0000000002,0.0,888134.4537815126,620210.5263157894,355987.2881355933,358468.35443037975,299864.1975308643,246078.3410138249,258461.79401993353,219923.16831683158,205185.18518518517,224381.2949640287,224308.17073170736,165344.90238611714,141391.30434782608,151051.85185185182,138326.5934065934,147398.87640449437,105179.28902627513,5,7,204,13144399.878668748
2510833.3333333335,1391328.333333333,0.0,848201.680672269,651157.894736842,376059.3220338983,370215.1898734177,306913.5802469136,232705.06912442393,261332.22591362128,224604.1584158415,199265.43209876545,211417.2661870503,225680.6097560976,162553.14533622563,140869.5652173913,156407.40740740742,137905.27472527476,143573.03370786525,104063.36939721795,6,7,205,12999271.87110466
2752833.333333333,1415080.833333333,0.0,856613.4453781514,658263.1578947367,374631.3559322034,388556.96202531643,325555.55555555556,243986.17511520738,272006.6445182724,238353.9603960395,210725.3086419753,215043.1654676259,219165.48780487804,162770.06507592188,142931.94706994324,150807.40740740736,137670.54945054944,148797.7528089887,107329.2117465224,0,7,206,13451226.238177177
2825500.0,1417767.4999999998,0.0,872848.7394957987,670263.1578947369,378025.42372881353,397164.55696202524,316259.25925925927,244926.26728110597,284122.9235880399,226440.59405940588,215700.61728395068,226568.34532374094,230684.14634146343,166937.09327548806,148593.57277882798,157377.77777777778,141776.04395604398,153410.1123595505,106023.18392581143,1,7,207,13662939.526183555
2783958.3333333335,1418201.6666666665,0.0,901630.2521008406,668631.5789473683,372449.1525423729,393329.11392405065,321185.18518518517,240172.81105990786,281229.2358803986,229341.4851485148,221450.61728395062,215978.41726618703,239243.65853658537,162672.45119305848,143011.34215500942,160066.66666666666,136607.14285714287,143241.57303370806,110910.35548686243,2,7,208,13665767.909441888
2843125.0,1436297.4999999998,0.0,937369.7478991594,684157.894736842,380491.52542372886,415848.10126582277,327148.1481481481,239442.39631336406,291564.78405315615,239880.1980198019,220314.81481481486,222841.72661870494,235399.8780487805,174225.5965292841,144523.62948960304,153459.25925925927,135338.57142857148,146971.91011235974,111139.10355486862,3,7,209,13965391.710463833
2871958.333333334,1420258.333333333,0.0,882689.0756302525,674105.2631578947,375343.22033898305,375594.9367088608,321086.4197530864,232423.96313364056,288053.1561461794,233295.7425742573,220098.7654320988,231553.9568345323,242989.63414634147,175828.63340563988,144943.28922495278,144140.7407407407,139367.58241758242,152443.820224719,108718.70170015456,4,7,210,13782647.46277122
2782916.6666666665,1434548.3333333333,0.0,876857.1428571427,658210.5263157894,373194.9152542373,344063.29113924055,306012.34567901236,230546.08294930874,278800.66445182724,223107.52475247512,203327.16049382713,228258.99280575535,226803.17073170736,168375.27114967466,147376.18147448014,153029.62962962964,138337.58241758242,149219.10112359546,107072.64296754246,5,7,211,13515040.990853462
