platform_adi,kitle_fonlamasi_turu,kategori,fon_sekli,proje_sahibi_cinsiyet,kac_proje_destekledi,kac_projeye_abone,kac_projenin_sahibi,kac_proje_takiminda,konum,bolge,yil,gun_sayisi,tanitim_videosu,video_uzunlugu,gorsel_sayisi,sss,guncellemeler,yorumlar,destekci_sayisi,odul_sayisi,ekip_kisi_sayisi,web_sitesi,sosyal_medya,sm_sayisi,sm_takipci,etiket_sayisi,icerik_kelime_sayisi,hedef_miktari,basari_durumu
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2017,60,var,60,8,1,1,1,25,6,3,var,var,3,4563,4,413,12500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,9,0,2,0,istanbul,marmara,2019,33,yok,0,0,0,0,0,92,8,2,yok,var,1,94,0,234,12500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,7,0,1,0,sakarya,marmara,2018,60,var,62,4,0,1,0,39,9,4,yok,var,3,347,0,911,12500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,2,0,1,0,istanbul,marmara,2018,45,var,136,1,0,0,0,55,8,1,yok,var,2,146,0,673,12500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,2,0,1,2,istanbul,marmara,2018,30,var,148,5,0,0,0,43,6,7,yok,var,1,189,2,350,11500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,2,0,1,0,istanbul,marmara,2019,40,var,130,11,0,1,0,39,8,2,var,var,4,129,0,932,12000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,3,0,1,0,istanbul,marmara,2018,61,var,306,33,0,0,0,37,7,3,yok,var,2,227,5,701,12000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2016,60,var,60,8,1,1,1,20,6,3,var,var,2,234,4,413,12000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,2,0,1,0,istanbul,marmara,2020,60,var,45,1,1,1,0,70,7,1,yok,var,1,187,5,497,12000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,1,0,1,0,istanbul,marmara,2019,60,var,65,11,0,0,0,38,7,2,yok,var,1,202,5,821,12000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,çanakkale,marmara,2013,25,var,90,43,0,4,0,53,10,2,var,var,2,1398,12,634,9500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,45,var,321,11,0,3,0,41,8,4,var,var,4,4603,5,855,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2015,60,var,179,22,0,0,0,76,10,1,var,var,1,1279,0,556,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,düzce,karadeniz,2019,30,yok,0,1,0,2,0,9,8,2,yok,yok,0,0,3,282,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,56,var,144,6,0,0,0,64,8,1,yok,var,2,352,5,319,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,9,0,2,0,istanbul,marmara,2017,30,var,152,8,0,6,0,78,9,2,var,var,2,2487,4,516,8000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,diyarbakır,güneydoğu,2019,60,var,63,1,0,1,0,17,4,3,yok,var,1,64,0,377,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2020,42,var,68,2,0,0,0,19,8,1,yok,var,2,416,0,621,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,35,var,113,1,0,1,0,42,9,9,yok,var,2,133,0,405,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2017,60,var,64,2,0,0,0,38,6,3,yok,var,3,12700,5,261,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,1,0,istanbul,marmara,2019,60,var,524,9,0,0,0,21,5,2,yok,var,1,19,5,1107,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,30,var,54,3,0,0,0,26,6,1,yok,var,2,127,4,387,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,1,0,istanbul,marmara,2019,75,var,143,4,0,0,0,30,8,1,yok,yok,0,0,0,431,9500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2019,20,var,46,3,0,0,0,45,9,2,yok,var,1,81,4,246,9000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,3,0,diyarbakır,güneydoğu,2019,35,var,40,4,0,1,0,16,7,1,yok,var,1,794,4,151,6500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,50,var,101,9,0,0,0,26,8,1,yok,var,1,126,3,348,9000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,2,0,istanbul,marmara,2019,28,var,53,0,0,0,0,40,8,2,yok,yok,0,0,5,252,8000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,2,0,istanbul,marmara,2019,23,var,81,0,0,0,0,19,8,2,yok,yok,0,0,0,335,8000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,diyarbakır,güneydoğu,2020,88,var,72,17,0,12,0,54,6,1,yok,yok,0,0,0,349,7500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,7,0,1,0,istanbul,marmara,2019,60,var,24,9,0,0,0,14,5,2,var,var,1,48,5,125,7500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,5,0,1,0,istanbul,marmara,2016,30,var,53,3,0,5,0,57,9,2,var,var,2,215,0,326,7000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,25,var,120,5,0,0,0,32,7,1,yok,var,2,108,4,534,7500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,50,var,34,5,0,0,0,8,5,1,yok,yok,0,0,0,176,7000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,belirsiz,0,0,1,0,istanbul,marmara,2018,14,var,186,0,0,0,0,29,7,6,yok,var,2,32,4,152,7500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,2,0,1,0,istanbul,marmara,2016,30,var,76,17,0,6,0,64,7,1,var,var,2,3054,0,1030,7000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,rize,karadeniz,2020,60,var,65,1,0,0,0,14,3,1,var,var,2,735,0,180,5000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,1,istanbul,marmara,2018,30,var,34,5,0,0,0,28,8,4,yok,var,1,186,2,798,7000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,2,0,1,0,istanbul,marmara,2019,45,var,81,5,0,0,0,15,8,2,yok,var,2,139,5,326,6000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,1,0,1,0,istanbul,marmara,2016,25,var,27,6,0,2,0,33,7,1,yok,var,1,324,0,444,6000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,mardin,güneydoğu,2018,30,var,54,6,0,0,0,45,5,8,yok,var,2,183,5,263,5250,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2018,35,yok,0,3,0,0,0,43,9,4,yok,yok,0,0,5,363,6000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,2,0,1,0,istanbul,marmara,2016,60,yok,0,1,0,3,0,48,4,1,yok,yok,0,0,0,236,6000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,69,var,19,19,0,1,0,24,8,9,yok,yok,0,0,0,1281,6000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,1,belirsiz,belirsiz,2017,60,var,60,8,1,1,1,20,6,3,var,var,3,578,4,413,5500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,sakarya,marmara,2019,35,yok,0,7,0,1,0,16,9,2,yok,yok,0,0,5,201,5500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,belirsiz,0,0,1,0,istanbul,marmara,2016,41,var,98,5,0,3,0,67,7,3,var,var,2,229,0,500,5000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,3,0,1,0,istanbul,marmara,2016,30,var,57,4,0,2,0,21,6,1,yok,yok,0,0,1,308,5000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,26,var,37,1,0,0,0,77,9,5,yok,var,2,196,5,698,5000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,1,0,istanbul,marmara,2016,30,var,132,11,0,2,0,45,7,1,yok,var,2,294,0,307,5000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,28,var,55,2,0,0,0,18,9,4,yok,yok,0,0,4,367,5000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,2,0,1,0,istanbul,marmara,2016,33,var,19,4,0,0,0,21,9,7,var,var,1,219,5,398,5000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,9,0,3,0,istanbul,marmara,2016,30,var,58,1,0,0,0,21,8,5,yok,var,2,63,5,502,3400,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,5,0,1,0,istanbul,marmara,2016,30,var,180,15,0,1,0,20,6,2,var,var,4,2073,5,708,4000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,1,0,balıkesir,marmara,2020,40,var,82,2,1,0,0,22,6,1,yok,yok,0,0,0,181,4000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,aydın,ege,2019,60,var,121,1,0,1,0,11,6,3,yok,yok,0,0,0,98,4000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2020,32,var,56,4,0,0,0,11,8,2,var,var,1,98,0,602,4000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,60,var,57,13,0,0,0,13,8,2,yok,var,3,461,0,339,30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,1,0,1,0,istanbul,marmara,2018,60,var,56,4,0,1,0,21,7,1,yok,yok,0,0,0,592,3500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,20,var,25,3,0,2,0,19,6,1,yok,var,1,20,0,296,3500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,39,var,41,3,0,3,0,18,9,3,yok,var,4,282,0,265,3000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,1,0,istanbul,marmara,2018,60,var,60,1,0,0,0,27,7,9,yok,var,2,46,3,343,3000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2016,40,var,60,4,0,1,0,24,6,1,yok,yok,0,0,0,406,3100,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,3,0,eskişehir,iç anadolu,2020,60,var,36,9,0,0,0,19,6,1,yok,var,3,1020,0,1852,2000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,belirsiz,0,0,1,0,istanbul,marmara,2019,60,var,91,2,0,1,2,16,5,1,var,yok,2,2325,5,142,2000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,60,var,55,5,0,0,0,11,3,5,yok,var,1,53,0,182,1500,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,ısparta,akdeniz,2016,49,yok,0,0,0,0,0,17,5,2,yok,yok,0,0,0,0,1250,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,bursa,marmara,2019,30,var,131,4,0,0,0,27,6,1,yok,var,1,60,5,523,1000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,2,0,eskişehir,iç anadolu,2019,30,var,71,1,0,1,0,5,3,5,yok,yok,0,0,5,178,1000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2019,37,yok,0,6,0,0,0,0,5,1,yok,yok,0,0,0,339,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,muğla,ege,2014,60,var,97,6,0,0,0,28,6,1,var,var,2,1108,0,685,6000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2018,60,yok,0,3,0,0,0,14,5,1,yok,yok,0,0,0,120,17500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,2,0,antalya,akdeniz,2019,60,yok,0,12,0,1,0,15,6,2,yok,yok,0,0,0,399,10000,başarısız
fongogo,ödül,film-video-fotoğraf,hepsi kalsın,erkek,22,0,2,0,istanbul,marmara,2014,47,var,226,57,0,9,0,81,8,1,var,var,3,28023,0,626,37000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,kocaeli,marmara,2019,30,var,68,0,0,0,0,16,8,1,yok,yok,0,0,0,403,15000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,30,yok,0,0,0,0,0,8,5,2,yok,yok,0,0,0,58,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,4,0,1,0,istanbul,marmara,2014,60,yok,0,4,0,0,0,15,8,1,var,var,1,230,0,411,6500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,1,1,istanbul,marmara,2019,30,yok,0,2,0,0,0,13,7,1,yok,var,2,73,0,412,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2018,60,yok,0,3,0,0,0,10,5,1,yok,yok,0,0,0,120,25000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,tunceli,doğu,2016,30,var,147,17,0,0,0,61,11,4,var,var,1,146,5,443,50000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,belirsiz,0,0,1,0,istanbul,marmara,2018,60,yok,0,1,0,0,0,5,9,1,var,var,1,3372,4,0,54000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2018,30,yok,0,11,0,0,0,9,6,1,var,var,3,1011,1,326,6000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2015,40,var,53,30,0,3,0,11,8,2,yok,yok,0,0,0,451,12000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,istanbul,marmara,2015,30,yok,0,10,0,0,0,20,8,2,yok,yok,0,0,0,480,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,40,yok,0,1,0,0,0,4,8,1,yok,yok,0,0,0,348,12000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2015,60,yok,0,24,0,0,0,39,7,3,yok,var,1,15,0,685,15000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,60,var,45,2,0,0,0,15,7,1,var,yok,0,0,5,455,8500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2016,60,yok,0,0,0,0,0,5,9,1,yok,yok,0,0,0,0,6500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,60,yok,0,1,0,0,0,16,8,2,yok,yok,0,0,0,299,16000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,kars,doğu,2016,60,yok,0,19,0,7,0,42,12,2,yok,var,1,749,0,1123,35000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,60,var,91,8,0,0,0,16,7,2,yok,var,1,106,5,453,20000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,istanbul,marmara,2019,45,yok,0,2,0,0,0,7,8,7,yok,yok,0,0,5,165,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,belirsiz,3,0,2,1,antalya,akdeniz,2018,33,var,50,7,0,2,0,49,9,3,var,var,1,1790,5,1096,50000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,2,0,1,0,diyarbakır,güneydoğu,2019,45,yok,0,0,0,0,0,20,7,2,yok,yok,0,0,5,467,30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2019,35,var,50,0,0,0,0,8,9,2,yok,var,2,119,5,298,12000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,1,belirsiz,belirsiz,2017,60,yok,0,3,0,0,0,5,5,1,yok,yok,0,0,0,120,23375,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,30,var,79,12,0,0,0,12,8,4,yok,yok,0,0,4,741,9000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,60,yok,0,9,0,1,0,15,9,4,yok,var,2,65,5,246,15000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,1,0,istanbul,marmara,2019,60,var,78,5,0,0,0,9,8,6,yok,var,1,100,0,416,12500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,60,var,36,6,0,0,0,4,7,2,yok,var,3,212,0,301,6000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,muğla,ege,2019,60,var,349,10,0,2,0,8,9,2,var,var,2,131,5,792,12500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,2,0,izmir,ege,2019,30,yok,0,5,0,0,0,4,9,1,yok,var,2,995,5,760,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,30,var,48,8,0,0,0,10,6,2,yok,yok,0,0,0,171,30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,belirsiz,0,0,1,0,belirsiz,belirsiz,2017,30,yok,0,9,0,1,0,6,6,1,var,var,2,220,0,313,8000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,60,var,104,20,0,0,0,9,9,4,yok,var,3,78,5,475,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,çanakkale,marmara,2018,30,yok,0,9,0,1,0,6,9,5,yok,yok,0,0,0,476,4000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2019,35,yok,0,2,0,0,0,2,8,3,yok,var,1,339,0,700,8000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,2,0,antalya,akdeniz,2019,25,var,23,6,0,1,0,10,7,1,yok,yok,0,0,0,675,20000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2018,60,yok,0,3,0,0,0,5,5,1,yok,yok,0,0,0,120,9000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2017,60,yok,0,3,0,0,0,4,5,1,yok,yok,0,0,0,120,6500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,40,yok,0,5,0,0,0,10,9,1,var,var,1,68,5,354,20000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2018,30,yok,0,13,0,0,0,7,9,2,var,var,3,50,5,875,8000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,istanbul,marmara,2018,45,var,175,0,0,0,0,9,7,1,yok,var,1,500,3,893,22000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2017,60,yok,0,2,0,0,0,4,5,1,yok,yok,0,0,0,120,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,3,0,şırnak,güneydoğu,2020,31,var,136,2,0,1,0,3,9,1,yok,yok,0,0,4,930,15000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2019,30,yok,0,1,0,0,0,2,6,1,yok,yok,0,0,1,151,8000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,çanakkale,marmara,2020,63,var,207,12,0,1,0,5,9,6,yok,yok,0,0,0,653,16000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,1,0,istanbul,marmara,2017,40,yok,0,0,0,0,0,2,8,1,yok,yok,0,0,0,0,6500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,1,belirsiz,belirsiz,2017,60,yok,0,2,0,0,0,3,5,1,yok,yok,0,0,0,120,6000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2020,30,var,156,2,0,1,0,3,5,1,yok,var,2,3150,4,134,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,30,var,59,0,0,0,0,4,7,1,var,var,2,863,4,257,11000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,batman,güneydoğu,2019,60,var,127,5,0,0,0,4,6,3,yok,var,2,112,5,357,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,2,0,1,0,istanbul,marmara,2019,60,var,206,2,0,0,0,11,9,1,yok,yok,0,0,3,352,25000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,belirsiz,0,0,1,0,mersin,akdeniz,2019,60,var,282,19,0,0,0,8,9,21,var,var,2,543,5,862,44000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,50,var,50,0,0,0,0,11,9,3,yok,var,3,55,1,540,50000,başarısız
fongogo,ödül,film-video-fotoğraf,hepsi kalsın,erkek,0,0,1,0,bursa,marmara,2015,90,var,303,17,0,4,0,17,10,1,yok,var,2,139,0,1065,50000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,2,0,1,0,istanbul,marmara,2018,20,yok,0,1,0,0,0,2,9,1,yok,var,1,274,0,285,9000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2020,45,var,92,0,1,1,0,5,9,1,var,var,1,13200,0,229,30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2018,60,yok,0,2,0,0,0,5,5,1,yok,yok,0,0,0,120,30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,konya,iç anadolu,2018,30,var,55,3,0,0,0,1,4,17,var,var,3,27,5,191,30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,1,0,balıkesir,marmara,2014,60,yok,0,15,0,0,0,5,6,1,yok,var,3,137,0,431,7500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,45,var,25,1,0,0,0,2,7,1,var,var,2,483,0,267,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,izmir,ege,2019,15,yok,0,2,0,0,0,2,9,1,yok,yok,0,0,5,257,3000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2019,60,yok,0,2,0,0,0,1,5,1,yok,yok,0,0,0,120,7500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,ankara,iç anadolu,2015,60,var,114,8,0,0,0,5,8,1,yok,var,2,117,0,750,18000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,2,0,uşak,ege,2019,30,var,188,0,0,0,0,3,7,2,yok,var,1,77,3,130,8300,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,istanbul,marmara,2018,30,yok,0,13,0,0,0,5,8,6,yok,var,1,101,1,410,21000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,2,0,1,0,izmir,ege,2017,60,var,62,1,0,0,0,8,7,1,yok,var,2,5,5,360,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,eskişehir,iç anadolu,2016,45,yok,0,10,0,0,0,6,6,1,yok,yok,0,0,0,606,12000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,1,0,1,0,istanbul,marmara,2016,60,yok,0,4,0,0,0,6,7,1,yok,yok,0,0,0,589,13000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,0,balıkesir,marmara,2017,30,var,121,8,0,0,0,2,5,2,yok,yok,0,0,0,665,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,erkek,0,0,1,1,belirsiz,belirsiz,2017,60,yok,0,2,0,0,0,1,5,1,yok,yok,0,0,0,120,20000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,kadın,0,0,1,0,van,doğu,2015,60,yok,0,3,0,0,0,3,9,1,yok,var,1,187,0,248,10000,başarısız
